customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C05201,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.87,2436.66,No
C05202,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),77.95,1243.76,No
C05203,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.15,1902.73,No
C05204,Female,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,101.42,1514.34,No
C05205,Female,1,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.3,1828.12,No
C05206,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.96,3198.2,No
C05207,Female,0,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.57,1653.57,Yes
C05208,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.56,2218.75,No
C05209,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.6,659.29,No
C05210,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.05,1870.28,No
C05211,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.48,3243.36,No
C05212,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.12,153.33,No
C05213,Male,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,71.18,2909.63,No
C05214,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.65,1138.64,No
C05215,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.19,473.94,No
C05216,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),64.82,780.31,Yes
C05217,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,70.66,3398.67,No
C05218,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.96,4202.48,No
C05219,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,110.51,3533.59,No
C05220,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.89,1821.9,No
C05221,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.89,1278.02,Yes
C05222,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),95.84,1332.37,No
C05223,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,107.25,2367.07,Yes
C05224,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.89,3824.96,Yes
C05225,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.53,243.6,Yes
C05226,Male,1,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,99.04,2875.75,Yes
C05227,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.87,2375.17,Yes
C05228,Female,0,Yes,No,38,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.48,2530.88,No
C05229,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,73.55,796.75,No
C05230,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),100.22,2398.1,No
C05231,Male,0,No,No,50,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.26,2956.83,No
C05232,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,105.38,3472.86,No
C05233,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),101.33,1940.23,No
C05234,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,82.78,1081.19,No
C05235,Male,0,No,Yes,68,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.79,4544.9,No
C05236,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,115.99,927.36,Yes
C05237,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.33,3430.86,No
C05238,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.11,2973.13,Yes
C05239,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,89.06,2324.16,No
C05240,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),78.35,4553.23,No
C05241,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.43,6573.89,No
C05242,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),107.36,3217.12,Yes
C05243,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.62,3835.9,No
C05244,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,99.14,995.73,No
C05245,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),94.31,2264.44,Yes
C05246,Male,1,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.88,619.87,No
C05247,Female,0,Yes,No,69,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.31,5468.33,No
C05248,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),100.32,6529.23,No
C05249,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,106.14,1059.74,Yes
C05250,Female,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.99,422.8,Yes
C05251,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.89,2372.86,Yes
C05252,Male,0,No,No,72,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.03,3976.57,No
C05253,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,99.71,1990.17,Yes
C05254,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.62,5318.67,No
C05255,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,103.4,813.33,No
C05256,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),108.77,1728.37,Yes
C05257,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.87,843.85,Yes
C05258,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.94,2336.88,No
C05259,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.11,375.68,No
C05260,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,99.1,7144.01,No
C05261,Female,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.53,630.27,No
C05262,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.93,3415.37,No
C05263,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,107.02,1072.38,No
C05264,Male,0,No,No,23,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.57,2076.68,Yes
C05265,Female,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),71.67,291.78,Yes
C05266,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,108.28,7787.25,No
C05267,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.05,1589.34,Yes
C05268,Female,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),41.91,2132.07,No
C05269,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.35,638.63,Yes
C05270,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.63,558.94,Yes
C05271,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,73.07,820.78,No
C05272,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.75,945.74,No
C05273,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.22,2725.41,No
C05274,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.12,1557.6,No
C05275,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.75,1542.84,No
C05276,Male,0,No,No,72,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,46.41,3316.3,No
C05277,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),114.79,2535.09,No
C05278,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),99.96,720.6,Yes
C05279,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.86,466.54,No
C05280,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.38,4858.01,No
C05281,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.17,1589.62,No
C05282,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.04,601.85,Yes
C05283,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.62,5510.91,No
C05284,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.54,2393.24,No
C05285,Female,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.38,277.62,No
C05286,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,117.03,8434.93,No
C05287,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.34,3403.71,No
C05288,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,117.42,8432.09,No
C05289,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.1,1095.46,No
C05290,Male,1,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),110.85,2989.64,Yes
C05291,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),103.3,4347.33,No
C05292,Female,1,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.4,1279.59,No
C05293,Male,1,No,No,59,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.84,4128.65,No
C05294,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,104.93,3781.79,No
C05295,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.56,2360.62,No
C05296,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,75.94,1436.56,No
C05297,Male,0,Yes,No,34,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.47,1789.77,Yes
C05298,Female,1,No,No,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,82.01,749.52,Yes
C05299,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.0,855.6,Yes
C05300,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.76,974.31,No
C05301,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.81,3550.9,No
C05302,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.35,5339.43,No
C05303,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.8,1060.53,No
C05304,Male,1,No,No,68,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.7,6094.43,No
C05305,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.88,4218.86,No
C05306,Female,1,No,Yes,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.4,3122.92,Yes
C05307,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.4,5977.45,No
C05308,Female,1,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),51.43,627.59,No
C05309,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,84.74,5754.17,No
C05310,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.66,801.41,No
C05311,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),97.85,2532.49,No
C05312,Female,0,No,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.15,1773.77,Yes
C05313,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,72.78,5232.61,No
C05314,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,87.76,1129.26,No
C05315,Male,0,No,No,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.35,4354.21,No
C05316,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.23,5420.31,No
C05317,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.97,444.28,Yes
C05318,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.09,1608.55,No
C05319,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),114.34,1830.77,Yes
C05320,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.1,2158.98,No
C05321,Male,0,No,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,86.26,5856.21,No
C05322,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.86,1125.85,No
C05323,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.98,457.07,No
C05324,Male,0,No,No,47,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,81.65,3834.92,No
C05325,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),78.11,2419.08,No
C05326,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.22,620.97,Yes
C05327,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.78,1467.9,No
C05328,Male,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.39,2591.68,Yes
C05329,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.11,484.08,No
C05330,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,106.06,2014.98,No
C05331,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.9,2950.12,No
C05332,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,120.0,127.56,Yes
C05333,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.99,918.72,No
C05334,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.94,788.15,No
C05335,Female,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.78,1028.81,No
C05336,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.4,1407.91,No
C05337,Female,0,No,No,26,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.61,1683.04,No
C05338,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.48,1416.82,No
C05339,Male,0,No,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.62,3024.23,No
C05340,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,105.9,2020.16,Yes
C05341,Male,1,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,81.41,5852.69,No
C05342,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.04,2783.23,No
C05343,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,115.19,1048.33,Yes
C05344,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,492.47,No
C05345,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.17,1892.34,Yes
C05346,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.94,5558.01,No
C05347,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.63,3300.32,No
C05348,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),72.52,2326.68,No
C05349,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.41,1130.19,Yes
C05350,Female,1,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.89,2474.04,No
C05351,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.4,3025.24,Yes
C05352,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.18,1333.0,No
C05353,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.57,2213.7,No
C05354,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.52,3502.21,No
C05355,Female,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.93,241.69,No
C05356,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.3,1156.97,No
C05357,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.92,4748.7,No
C05358,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,106.1,1072.87,Yes
C05359,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,79.66,5172.74,No
C05360,Male,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),51.14,1225.96,No
C05361,Female,0,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.73,2606.43,No
C05362,Female,0,No,Yes,48,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.71,3107.7,No
C05363,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.16,2410.49,No
C05364,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.47,5005.4,No
C05365,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,112.2,3598.25,No
C05366,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.9,1431.67,No
C05367,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,85.63,707.17,Yes
C05368,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,74.56,5371.17,No
C05369,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,66.85,3687.09,No
C05370,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,94.43,1050.59,Yes
C05371,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,79.47,625.78,No
C05372,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.79,1425.81,No
C05373,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.01,1965.81,Yes
C05374,Male,0,No,No,30,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),68.88,2077.22,No
C05375,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,69.11,4553.79,No
C05376,Female,0,No,No,68,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),78.23,5334.8,No
C05377,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.1,2265.09,No
C05378,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.6,291.42,No
C05379,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),65.0,4679.55,No
C05380,Female,1,No,No,59,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.55,4446.18,No
C05381,Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,88.26,3967.56,No
C05382,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.16,1448.39,No
C05383,Male,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,90.26,3802.76,No
C05384,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.66,559.44,Yes
